,booking_request_id,to_state,ending_stage,country,city,city_ok,capital,portfolio_type,floor_size_cat,price_category,time_booked,time_create_booking,after_creation,times_booked_cat
2239,138565.0,submitted,submitted,US,Brooklyn,brooklyn,0.0,3.0,sup_200,500k_1millions,7.0,41.60046290509259,sup_15j,7_10
2243,153412.0,submitted / declined,declined,GB,London,london,1.0,4.0,inf_20,10k_50k,1.0,11.18942431712963,3j_15j,inf_3
2244,151542.0,submitted / declined,declined,GB,London,london,1.0,3.0,inf_20,10k_50k,6.0,1.0069444444444445e-06,less_10s,5_7
2245,117127.0,submitted / matched / declined / matched / declined,declined,GB,London,london,1.0,3.0,20_40,500k_1millions,27.0,1.6550925925925926e-06,less_10s,15_30
2258,135104.0,submitted / declined,declined,GB,London ,london,1.0,8.0,100_200,100k_200k,4.0,7.407407407407407e-07,less_10s,3_5
2259,163852.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,sup_200,1_5millions,12.0,52.70642435185185,sup_15j,10_15
2260,151817.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,sup_200,1_5millions,12.0,8.894389282407408,3j_15j,10_15
2261,151820.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,sup_200,1_5millions,12.0,8.89427263888889,3j_15j,10_15
2262,151818.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,sup_200,1_5millions,11.0,8.894347858796296,3j_15j,10_15
2263,159125.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,sup_200,sup_5millions,12.0,48.66843216435185,sup_15j,10_15
2264,162299.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,sup_200,1_5millions,11.0,48.66754601851852,sup_15j,10_15
2265,152701.0,submitted / submitted / declined / declined,declined,FR,Paris,paris,1.0,3.0,sup_200,1_5millions,11.0,8.894135138888888,3j_15j,10_15
2266,117492.0,submitted / declined,declined,US,New York,new york,1.0,8.0,sup_200,200k_500k,1.0,2.2685185185185184e-06,less_10s,inf_3
2267,117491.0,submitted / declined,declined,US,Brooklyn ,brooklyn,0.0,8.0,sup_200,200k_500k,1.0,1.5162037037037037e-06,less_10s,inf_3
2268,117510.0,submitted / declined,declined,US,New York,new york,1.0,3.0,sup_200,100k_200k,1.0,3.953788622685185,3j_15j,inf_3
2269,180261.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,100_200,100k_200k,1.0,2.534722222222222e-06,less_10s,inf_3
2270,180262.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,100_200,100k_200k,1.0,3.125e-06,less_10s,inf_3
2271,180263.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,100_200,100k_200k,1.0,3.6458333333333333e-06,less_10s,inf_3
2272,180264.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,100_200,100k_200k,1.0,4.166666666666667e-06,less_10s,inf_3
2273,180265.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,100_200,100k_200k,1.0,4.664351851851852e-06,less_10s,inf_3
2274,117628.0,submitted / matched / booked,booked,US,New York,new york,1.0,3.0,20_40,10k_50k,1.0,1.7939814814814814e-06,less_10s,inf_3
2275,144684.0,submitted / declined,declined,GB,Bracknell,bracknell,0.0,6.0,100_200,sup_5millions,1826.0,7.523148148148148e-07,less_10s,sup_30
2276,162001.0,declined,declined,GB,London,london,1.0,2.0,inf_20,100k_200k,27.0,13.287206180555556,3j_15j,15_30
2277,162000.0,declined,declined,GB,London,london,1.0,2.0,40_60,200k_500k,13.0,13.287552037037036,3j_15j,10_15
2278,161999.0,declined,declined,GB,London,london,1.0,3.0,60_80,200k_500k,30.0,13.28766195601852,3j_15j,15_30
2279,161998.0,declined,declined,GB,London,london,1.0,4.0,inf_20,100k_200k,13.0,13.287768831018518,3j_15j,10_15
2283,133826.0,submitted / declined / submitted / matched / declined,declined,GB,London,london,1.0,3.0,40_60,100k_200k,6.0,1.099537037037037e-06,less_10s,5_7
2284,148957.0,submitted / declined,declined,GB,London,london,1.0,3.0,40_60,1_5millions,228.0,1.3541666666666667e-06,less_10s,sup_30
2285,131100.0,submitted / declined,declined,GB,London,london,1.0,4.0,inf_20,10k_50k,1.0,1.1458333333333333e-06,less_10s,inf_3
2288,148606.0,submitted / matched / declined,declined,GB,Leicester,leicester,0.0,6.0,20_40,1_5millions,240.0,41.47073056712963,sup_15j,sup_30
2289,141924.0,submitted / matched / declined,declined,GB,Leicester,leicester,0.0,6.0,60_80,1_5millions,96.0,8.101851851851852e-07,less_10s,sup_30
2290,173600.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,60_80,200k_500k,5.0,1.4699074074074074e-06,less_10s,5_7
2291,145664.0,submitted / submitted / matched / declined,declined,GB,London,london,1.0,4.0,inf_20,10k_50k,6.0,0.00538712962962963,10s_1h,5_7
2292,145663.0,submitted / declined,declined,GB,London,london,1.0,4.0,inf_20,100k_200k,4.0,1.1574074074074074e-06,less_10s,3_5
2293,146985.0,submitted / declined,declined,GB,London,london,1.0,4.0,inf_20,100k_200k,4.0,5.427031180555556,3j_15j,3_5
2294,115507.0,submitted / matched / booked,booked,US,New York,new york,1.0,3.0,100_200,100k_200k,2.0,1.3773148148148149e-06,less_10s,inf_3
2295,115835.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,10k_50k,1.0,3.287037037037037e-06,less_10s,inf_3
2296,111871.0,submitted / declined,declined,GB,Birmingham,birmingham,0.0,6.0,100_200,500k_1millions,28.0,1.3310185185185185e-06,less_10s,15_30
2297,137231.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,100k_200k,14.0,10.923029652777778,3j_15j,10_15
2298,134954.0,submitted / declined,declined,GB,London,london,1.0,2.0,40_60,500k_1millions,20.0,1.3657407407407408e-06,less_10s,15_30
2299,134953.0,submitted / declined,declined,GB,London,london,1.0,2.0,inf_20,200k_500k,20.0,7.75462962962963e-07,less_10s,15_30
2300,134955.0,submitted / declined,declined,GB,London,london,1.0,3.0,40_60,500k_1millions,23.0,1.9560185185185185e-06,less_10s,15_30
2301,161470.0,submitted / matched / declined,declined,US,New York,new york,1.0,3.0,20_40,1_5millions,58.0,0.014586574074074075,10s_1h,sup_30
2302,161471.0,submitted / declined,declined,US,New York,new york,1.0,3.0,20_40,1_5millions,58.0,0.014587789351851852,10s_1h,sup_30
2303,161468.0,submitted / declined / matched / declined,declined,US,New York,new york,1.0,3.0,60_80,1_5millions,53.0,0.014584386574074074,10s_1h,sup_30
2304,161472.0,submitted / declined,declined,US,New York,new york,1.0,3.0,60_80,1_5millions,37.0,0.014588981481481482,10s_1h,sup_30
2305,161469.0,submitted / matched / declined,declined,US,New York,new york,1.0,3.0,20_40,1_5millions,58.0,0.014585474537037037,10s_1h,sup_30
2306,161474.0,submitted / declined,declined,US,New York,new york,1.0,3.0,60_80,1_5millions,58.0,0.014591261574074074,10s_1h,sup_30
2307,161473.0,submitted / declined,declined,US,New York,new york,1.0,5.0,40_60,1_5millions,37.0,0.014590092592592592,10s_1h,sup_30
2308,161475.0,submitted / matched / declined,declined,US,New York,new york,1.0,5.0,20_40,500k_1millions,61.0,0.014592395833333334,10s_1h,sup_30
2309,121271.0,submitted / matched / declined,declined,US,New York,new york,1.0,3.0,40_60,1_5millions,13.0,0.004757581018518519,10s_1h,10_15
2310,121272.0,submitted / matched / declined,declined,US,New York,new york,1.0,3.0,20_40,1_5millions,30.0,0.005060590277777778,10s_1h,15_30
2311,121273.0,submitted / matched / declined,declined,US,New York,new york,1.0,3.0,40_60,1_5millions,30.0,0.005116238425925926,10s_1h,15_30
2312,128309.0,submitted / declined / submitted / declined,declined,FR,Paris,paris,1.0,8.0,100_200,500k_1millions,7.0,7.175925925925925e-07,less_10s,7_10
2313,128318.0,submitted / declined / submitted / declined,declined,FR,Paris,paris,1.0,8.0,100_200,500k_1millions,7.0,0.03751212962962963,10s_1h,7_10
2314,171109.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,100_200,500k_1millions,7.0,215.29746013888888,sup_15j,7_10
2315,171108.0,submitted / declined,declined,FR,Paris,paris,1.0,7.0,sup_200,1_5millions,7.0,215.29745958333334,sup_15j,7_10
2316,128317.0,submitted / declined / submitted / declined,declined,FR,Paris,paris,1.0,8.0,100_200,500k_1millions,7.0,0.03751134259259259,10s_1h,7_10
2317,128319.0,submitted / submitted / declined,declined,FR,Paris,paris,1.0,8.0,100_200,200k_500k,7.0,0.03751297453703704,10s_1h,7_10
2318,171106.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,sup_200,1_5millions,7.0,215.29745844907407,sup_15j,7_10
2319,128876.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,100_200,500k_1millions,7.0,2.2315576273148148,1j_3j,7_10
2320,128316.0,submitted / submitted / matched / declined,declined,FR,Paris,paris,1.0,8.0,100_200,500k_1millions,7.0,0.037510532407407406,10s_1h,7_10
2321,128921.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,sup_200,500k_1millions,7.0,7.264724583333333,3j_15j,7_10
2322,128315.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,100_200,500k_1millions,7.0,0.03750966435185185,10s_1h,7_10
2323,128922.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,100_200,500k_1millions,7.0,7.0510339930555554,3j_15j,7_10
2324,137768.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,8.0,100_200,500k_1millions,7.0,43.20496641203704,sup_15j,7_10
2325,171107.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,sup_200,1_5millions,7.0,215.29745900462962,sup_15j,7_10
2326,122201.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,100k_200k,29.0,1.1045657407407408,1j_3j,15_30
2327,146250.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,40_60,50k_100k,1.0,9.953703703703704e-07,less_10s,inf_3
2329,173513.0,submitted / declined,declined,US,New York,new york,1.0,4.0,inf_20,200k_500k,29.0,0.053427453703703706,1h_1j,15_30
2330,156998.0,submitted / declined,declined,GB,London,london,1.0,3.0,80_100,500k_1millions,41.0,23.146612743055556,sup_15j,sup_30
2331,155334.0,declined,declined,GB,London,london,1.0,8.0,40_60,500k_1millions,29.0,39.27594408564815,sup_15j,15_30
2332,152961.0,submitted / submitted / declined,declined,GB,London,london,1.0,8.0,60_80,100k_200k,1.0,8.912037037037037e-07,less_10s,inf_3
2333,155335.0,submitted / declined,declined,GB,London,london,1.0,1.0,100_200,1_5millions,29.0,39.275229386574075,sup_15j,15_30
2334,155333.0,declined,declined,GB,London,london,1.0,1.0,80_100,500k_1millions,29.0,39.27588314814815,sup_15j,15_30
2335,153626.0,declined,declined,GB,London,london,1.0,1.0,80_100,500k_1millions,23.0,39.275991168981484,sup_15j,15_30
2336,153627.0,submitted / declined,declined,GB,London ,london,1.0,1.0,80_100,500k_1millions,29.0,2.3397658449074075,1j_3j,15_30
2337,160710.0,submitted / matched / declined,declined,GB,London,london,1.0,8.0,60_80,1_5millions,20.0,3.9788269328703705,3j_15j,15_30
2338,160709.0,submitted / matched / booked,booked,GB,London,london,1.0,3.0,80_100,500k_1millions,20.0,14.101259340277778,3j_15j,15_30
2339,160673.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,40_60,500k_1millions,25.0,2.9294677314814814,1j_3j,15_30
2340,160687.0,submitted / matched / declined,declined,GB,London,london,1.0,8.0,80_100,500k_1millions,23.0,2.950545636574074,1j_3j,15_30
2341,160707.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,40_60,500k_1millions,27.0,3.979498900462963,3j_15j,15_30
2342,160686.0,submitted / declined,declined,GB,London,london,1.0,3.0,60_80,500k_1millions,24.0,2.9505447800925926,1j_3j,15_30
2343,160708.0,submitted / declined,declined,GB,London,london,1.0,3.0,60_80,1_5millions,27.0,3.0134917824074074,3j_15j,15_30
2346,131690.0,submitted / declined,declined,GB,London,london,1.0,8.0,sup_200,100k_200k,1.0,0.8414836458333333,1h_1j,inf_3
2352,131691.0,submitted / declined,declined,GB,London,london,1.0,8.0,60_80,200k_500k,6.0,0.8414844328703703,1h_1j,5_7
2361,126241.0,declined,declined,FR,Paris,paris,1.0,3.0,60_80,100k_200k,5.0,21.216855416666668,sup_15j,5_7
2362,125803.0,submitted / submitted / matched / declined,declined,FR,Paris,paris,1.0,8.0,60_80,500k_1millions,5.0,7.407407407407407e-07,less_10s,5_7
2363,126240.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,8.0,60_80,100k_200k,5.0,2.071768009259259,1j_3j,5_7
2364,126242.0,declined,declined,FR,Paris,paris,1.0,8.0,60_80,200k_500k,6.0,1.908402673611111,1j_3j,5_7
2365,126239.0,declined,declined,FR,Paris,paris,1.0,8.0,40_60,200k_500k,5.0,1.9358580671296297,1j_3j,5_7
2366,126238.0,declined,declined,FR,Paris,paris,1.0,8.0,100_200,1_5millions,5.0,21.217147766203702,sup_15j,5_7
2367,126237.0,declined,declined,FR,Paris,paris,1.0,3.0,sup_200,500k_1millions,5.0,21.217506180555556,sup_15j,5_7
2374,149532.0,declined,declined,FR,Paris,paris,1.0,8.0,100_200,100k_200k,1.0,145.85445917824075,sup_15j,inf_3
2378,139268.0,submitted / declined,declined,GB,London,london,1.0,4.0,inf_20,10k_50k,1.0,9.722222222222222e-07,less_10s,inf_3
2379,177030.0,submitted / matched / booked,booked,GB,London,london,1.0,3.0,40_60,100k_200k,7.0,0.002933958333333333,10s_1h,7_10
2381,180638.0,declined,declined,US,Miami,miami,0.0,3.0,sup_200,1_5millions,1.0,0.11281407407407408,1h_1j,inf_3
2382,139236.0,submitted / submitted / matched / declined,declined,FR,Paris,paris,1.0,8.0,sup_200,1_5millions,3.0,1.921296296296296e-06,less_10s,3_5
2383,139234.0,submitted / submitted / declined,declined,FR,Paris,paris,1.0,8.0,100_200,500k_1millions,6.0,7.523148148148148e-07,less_10s,5_7
2384,139491.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,100_200,500k_1millions,3.0,3.745786273148148,3j_15j,3_5
2385,139492.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,100_200,500k_1millions,3.0,3.745786898148148,3j_15j,3_5
2386,139235.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,sup_200,1_5millions,3.0,1.3310185185185185e-06,less_10s,3_5
2387,139401.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,sup_200,500k_1millions,3.0,2.9397222800925924,1j_3j,3_5
2388,139489.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,100_200,1_5millions,3.0,3.7449271527777777,3j_15j,3_5
2389,139237.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,sup_200,1_5millions,3.0,2.488425925925926e-06,less_10s,3_5
2390,139400.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,sup_200,1_5millions,3.0,2.939692638888889,1j_3j,3_5
2391,139490.0,submitted / matched / matched / declined,declined,FR,Paris,paris,1.0,8.0,80_100,100k_200k,3.0,3.745220486111111,3j_15j,3_5
2392,160629.0,declined,declined,GB,London,london,1.0,3.0,inf_20,100k_200k,6.0,22.99353283564815,sup_15j,5_7
2393,166353.0,submitted / matched / booked,booked,GB,London,london,1.0,3.0,inf_20,100k_200k,6.0,26.979102430555557,sup_15j,5_7
2394,175335.0,submitted / declined,declined,GB,London,london,1.0,3.0,60_80,200k_500k,13.0,63.07403166666667,sup_15j,10_15
2395,175331.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,100k_200k,13.0,63.07402912037037,sup_15j,10_15
2396,160628.0,declined,declined,GB,London,london,1.0,3.0,20_40,200k_500k,13.0,26.237190277777778,sup_15j,10_15
2397,166354.0,declined,declined,GB,London,london,1.0,3.0,20_40,100k_200k,6.0,76.901720625,sup_15j,5_7
2398,175336.0,submitted / declined,declined,GB,London,london,1.0,7.0,40_60,200k_500k,16.0,63.07403226851852,sup_15j,15_30
2399,166355.0,declined,declined,GB,London,london,1.0,3.0,60_80,200k_500k,13.0,76.9016553125,sup_15j,10_15
2400,159265.0,submitted / declined,declined,GB,London,london,1.0,3.0,80_100,100k_200k,6.0,1.3773148148148149e-06,less_10s,5_7
2401,175332.0,submitted / declined,declined,GB,London,london,1.0,3.0,inf_20,100k_200k,16.0,63.074029849537034,sup_15j,15_30
2402,175333.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,40_60,500k_1millions,16.0,63.07403043981481,sup_15j,15_30
2403,175334.0,submitted / declined,declined,GB,London,london,1.0,3.0,40_60,200k_500k,16.0,63.074031041666665,sup_15j,15_30
2404,159266.0,submitted / declined,declined,GB,London,london,1.0,3.0,60_80,100k_200k,6.0,2.222222222222222e-06,less_10s,5_7
2405,175337.0,submitted / declined,declined,GB,London,london,1.0,3.0,40_60,100k_200k,16.0,63.07403285879629,sup_15j,15_30
2408,111921.0,submitted / declined,declined,US,New York,new york,1.0,8.0,100_200,200k_500k,7.0,1.5046296296296296e-06,less_10s,7_10
2409,121067.0,declined,declined,GB,London,london,1.0,8.0,100_200,500k_1millions,4.0,19.504162708333332,sup_15j,3_5
2410,126040.0,declined,declined,GB,London,london,1.0,3.0,inf_20,100k_200k,7.0,7.6446210416666664,3j_15j,7_10
2411,126041.0,declined,declined,GB,London,london,1.0,3.0,60_80,100k_200k,7.0,7.644707523148148,3j_15j,7_10
2412,126042.0,declined,declined,GB,London,london,1.0,3.0,40_60,50k_100k,7.0,7.644540428240741,3j_15j,7_10
2413,180123.0,submitted / submitted / matched / declined,declined,GB,London,london,1.0,8.0,60_80,50k_100k,2.0,1.9459628819444443,1j_3j,inf_3
2415,179826.0,submitted / declined,declined,GB,London,london,1.0,3.0,40_60,50k_100k,2.0,3.5648148148148147e-06,less_10s,inf_3
2416,180113.0,submitted / declined,declined,GB,London,london,1.0,3.0,40_60,50k_100k,2.0,1.9235724768518518,1j_3j,inf_3
2417,180116.0,submitted / submitted / matched / declined,declined,GB,London,london,1.0,3.0,100_200,50k_100k,6.0,1.926256574074074,1j_3j,5_7
2418,180124.0,submitted / submitted / declined,declined,GB,London,london,1.0,8.0,60_80,100k_200k,1.0,1.9552202314814815,1j_3j,inf_3
2419,180111.0,submitted / declined,declined,GB,London,london,1.0,8.0,60_80,100k_200k,1.0,1.9210166203703705,1j_3j,inf_3
2420,180126.0,submitted / submitted / matched / declined,declined,GB,London,london,1.0,3.0,40_60,100k_200k,6.0,1.958933125,1j_3j,5_7
2421,179825.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,100k_200k,13.0,2.7546296296296297e-06,less_10s,10_15
2423,180122.0,submitted / submitted / declined,declined,GB,London,london,1.0,3.0,80_100,100k_200k,13.0,1.9420844212962962,1j_3j,10_15
2424,179885.0,submitted / submitted / submitted / declined,declined,GB,London,london,1.0,8.0,100_200,100k_200k,1.0,0.2607389699074074,1h_1j,inf_3
2425,129112.0,submitted / declined,declined,GB,London,london,1.0,2.0,inf_20,100k_200k,14.0,9.143518518518518e-07,less_10s,10_15
2426,112777.0,submitted / declined,declined,US,Montauk,montauk,0.0,1.0,sup_200,sup_5millions,182.0,1.423611111111111e-06,less_10s,sup_30
2427,112778.0,submitted / declined,declined,US,New York,new york,1.0,8.0,sup_200,sup_5millions,731.0,0.007901435185185185,10s_1h,sup_30
2428,114137.0,submitted / declined,declined,GB,London,london,1.0,7.0,40_60,100k_200k,6.0,1.3194444444444444e-06,less_10s,5_7
2429,120748.0,submitted / declined,declined,US,New York,new york,1.0,4.0,inf_20,200k_500k,30.0,7.523148148148148e-07,less_10s,15_30
2430,120749.0,submitted / declined,declined,US,Brooklyn,brooklyn,0.0,3.0,100_200,100k_200k,2.0,1.4930555555555555e-06,less_10s,inf_3
2431,131910.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,60_80,500k_1millions,29.0,7.870370370370371e-07,less_10s,15_30
2432,137192.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,60_80,500k_1millions,29.0,26.034801064814815,sup_15j,15_30
2433,158831.0,submitted,submitted,GB,Newcastle-upon-tyne,newcastle upon tyne,0.0,7.0,inf_20,10k_50k,1.0,1.3194444444444444e-06,less_10s,inf_3
2434,143674.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,1_5millions,359.0,0.04423587962962963,1h_1j,sup_30
2435,143681.0,submitted / declined,declined,GB,London,london,1.0,8.0,sup_200,100k_200k,1.0,0.04424210648148148,1h_1j,inf_3
2437,143676.0,submitted / declined,declined,GB,London,london,1.0,3.0,40_60,100k_200k,6.0,0.04423767361111111,1h_1j,5_7
2440,143667.0,submitted / declined,declined,GB,London,london,1.0,3.0,80_100,100k_200k,6.0,7.291666666666666e-07,less_10s,5_7
2441,143677.0,submitted / declined,declined,GB,London,london,1.0,3.0,80_100,100k_200k,6.0,0.044238564814814814,1h_1j,5_7
2442,143680.0,submitted / declined,declined,GB,London,london,1.0,3.0,sup_200,1_5millions,29.0,0.04424125,1h_1j,15_30
2443,143684.0,submitted / declined,declined,GB,London,london,1.0,3.0,40_60,10k_50k,5.0,0.04424476851851852,1h_1j,5_7
2444,143679.0,submitted / declined,declined,GB,London ,london,1.0,3.0,100_200,1_5millions,29.0,0.04424035879629629,1h_1j,15_30
2445,143672.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,20_40,50k_100k,6.0,0.04423361111111111,1h_1j,5_7
2447,143673.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,60_80,100k_200k,6.0,0.04423452546296296,1h_1j,5_7
2448,152817.0,submitted / declined,declined,GB,London,london,1.0,4.0,inf_20,200k_500k,87.0,0.002219421296296296,10s_1h,sup_30
2449,152938.0,submitted / declined,declined,GB,London,london,1.0,4.0,inf_20,500k_1millions,30.0,2.249274675925926,1j_3j,15_30
2450,152935.0,submitted / declined,declined,GB,London ,london,1.0,1.0,inf_20,1_5millions,365.0,2.239749699074074,1j_3j,sup_30
2451,152812.0,submitted / declined,declined,GB,London,london,1.0,1.0,inf_20,500k_1millions,188.0,9.375e-07,less_10s,sup_30
2452,152831.0,submitted / declined,declined,GB,London,london,1.0,1.0,80_100,1_5millions,87.0,0.06385472222222222,1h_1j,sup_30
